StateID,Dcode,ConstCode,Constituency,1stCandidate,1stGender,1stAge,1stAgeBracket,1stPartyID,1stPhoto,1stTotalVoteReceived,2ndCandidate,2ndGender,2ndAge,2ndAgeBracket,2ndPartyID,2ndTotalVoteReceived,2ndPhoto,3rdCandidate,3rdGender,3rdAge,3rdAgeBracket,3rdPartyID,3rdTotalVoteReceived,3rdPhoto
2,207,2074,बारा-4,कृष्ण कुमार श्रेष्ठ,M,54,41-60,38,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/krishna-kumar-Shrestha-1.jpg,30341,एक‍वाल मियाँ,M,53,41-60,1,20336,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ekawal-miya-1.jpg,इच्छा वहादुर वाग्ले,M,66,60+,13,5542,https://election.onlinekhabar.com/wp-content/themes/election-2079/assets/img/user-avatar.jpg
2,208,2081,पर्सा-1,प्रदिप यादव,M,47,41-60,41,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/pradip-yadav-_.jpg,22537,अजय कुमार द्विवेदी,M,59,41-60,13,20917,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ajay-kumar-dubedi-_.jpg,किरण मान डंगोल,M,64,60+,4,2659,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/kiranman-dangol-_.jpg
2,208,2082,पर्सा-2,अजय कुमार चौरसिया,M,57,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ajay-kumar-chaurasiya-_.jpg,28451,सुरेन्‍द्र प्रसाद कुर्मी,M,56,41-60,41,22445,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/surendra-prashad-kurmi-_.jpg,नरेश कुमार साह,M,46,41-60,4,2741,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/naresh-prashad-saha-_.jpg
2,208,2083,पर्सा-3,राज कुमार गुप्ता,M,51,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/rajkumar-gupta-_.jpg,24319,सुरेन्‍द्र प्रसाद चौधरी,M,64,60+,2,24152,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/surendra-prashad-chaudhari-_.jpg,राज कुमार यादव,M,54,41-60,78,10503,https://election.onlinekhabar.com/wp-content/themes/election-2079/assets/img/user-avatar.jpg
2,208,2084,पर्सा-4,रमेश रिजाल,M,65,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ramesh-rijal.jpg,31224,जालिम मियाँ मंसुरी,M,75,60+,1,25671,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/jalim-miya-_.jpg,अवधेश प्रसाद गौरो,M,65,60+,4,1283,https://election.onlinekhabar.com/wp-content/themes/election-2079/assets/img/user-avatar.jpg
3,301,3011,दोलखा-1,ग‌ंगा कार्की,M,57,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Ganga-Karki-1.jpg,36820,बालकृष्ण शिवाकोटी,M,53,41-60,1,36505,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Bal-Krishna-Siwakoti.jpg,जगदीश खरेल,M,33,21-40,93,3801,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Gajdish-Kharel.jpg
3,302,3021,सिन्धुपाल्चोक-1,माधव सापकोटा,M,41,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Madhav-Sapakota21.jpg,30408,सरेश नेपाल,M,61,60+,1,27066,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Saresh-Nepal-2.jpg,दिनेश श्रेष्‍ठ,M,36,21-40,93,3503,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dinesh-Shrestha-2.jpg
3,302,3022,सिन्धुपाल्चोक-2,मोहन बहादुर बस्नेत,M,64,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/mohan-basnet-_.jpg,39381,शेर बहादुर तामाङग,M,53,41-60,1,27515,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/sherbahadur-tamang.jpg,नर सिं श्रेष्ठ,M,59,41-60,4,2820,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/narsing-shrestha-3.jpg
3,303,3031,रसुवा-1,मोहन आचार्य,M,45,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/mohan-acharya-1.jpg,18235,छोवाङ तेन्जीन तामङ्ग,M,62,60+,1,8614,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Chhowang-Tenzing-Tamang-1.jpg,विकाश  गलान,M,34,21-40,42,210,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/bikas-tamang-_.jpg
3,304,3041,धादिङ्ग-1,राजेन्द्र प्रसाद पाण्डे,M,66,60+,38,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Rajendra-pandey.jpg,36018,भुमि प्रसाद त्रिपाठी,M,57,41-60,1,27997,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/bhumi-tipathi.jpg,हिमेश पन्त,M,25,21-40,93,12494,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/himesh-panta.jpg
3,304,3042,धादिङ्ग-2,रामनाथ अधिकारी,M,61,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ramnath-adhikari.jpg,34736,खेम प्रसाद लोहनी,M,63,60+,1,24190,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Khem-lohani_.jpg,वसु माया तामाङ,F,51,41-60,93,5569,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/basumaya-tamang.jpg
3,305,3051,नुवाकोट-1,हित बहादुर तामाङ,M,59,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/hit-bahadur-tamanag-1.jpg,26548,बद्री मैनाली,M,46,41-60,1,23465,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/badri-mainali-1.jpg,प्रधुम्न महत क्षेत्री,M,41,41-60,93,6113,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dr.-Pradhumna-Mahat.jpg
3,305,3052,नुवाकोट-2,अर्जुन नरसिंह के.सी.,M,75,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Arjun_Narsingh_KC.jpg,28107,शुमन बिक्रम पाण्डे,M,57,41-60,93,16477,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Suman-Bikram-pandey.jpeg,नारायण प्रसाद खतिवडा,M,65,60+,1,15561,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Narayan-khatiwada-1.jpg
3,306,3061,काठमाडौं-1,प्रकाश मान सिंह,M,66,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Prakash-man-singh-1.jpg,7143,रवीन्द्र मिश्र,M,57,41-60,4,7018,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Rabindra-mishra-1.jpg,पुकार बम,M,35,21-40,93,4115,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pukar-bam-1.jpg
3,306,3062,काठमाडौं-2,सोविता गौतम,F,27,21-40,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Sobita-Gautam-1.jpg,15238,मणिराम फुयाल,M,56,41-60,1,11566,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Maniram-Phuyal-1.jpg,कुन्ती देवी पोखरेल(उपाध्याय),F,35,21-40,4,11024,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/kunti-pokhrel-1.jpg
3,306,3063,काठमाडौं-3,सन्तोष चालिसे,M,64,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Santosh-chalesi.jpg,15158,कृष्‍ण बहादुर राई,M,53,41-60,1,11196,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/krishna-rai.jpg,दुर्गा बिक्रम थापा क्षेत्री,M,54,41-60,93,5865,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Durga-Bikram-Thapa-_.jpg
3,306,3064,काठमाडौं-4,गगन कुमार थापा,M,46,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Gagan-Thapa-1.jpg,21302,राजन भट्टराई,M,54,41-60,1,13855,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Rajan-Bhattarai-1.jpg,डा ठाकुर मोहन श्रेष्ठ,M,58,41-60,4,4050,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/DrThakur-Mohan-Shrestha-1.jpg
3,306,3065,काठमाडौं-5,प्रदीप पौडेल,M,47,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pradeep-paudel-_.jpg,15269,इश्वर पोखरेल,M,68,60+,1,10190,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Ishwor-pokharel-1.jpg,डा.प्रणय शम्शेर   राणा,M,38,21-40,93,5477,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pranaya-Samsher-Rana-1.jpg
3,306,3066,काठमाडौं-6,शिशिर  खनाल,M,43,41-60,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/shishir-khanal_.jpg,14221,सर्वेन्द्र खनाल,M,56,41-60,1,8917,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Sarbendra-khanal-1.jpg,भिमसेन दास प्रधान,M,69,60+,2,8812,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Vimsen-Das-Pardhan.jpg
3,306,3067,काठमाडौं-7,गणेश पराजुली,M,43,41-60,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Ganesh-Parajuli.jpg,8743,श्‍याम कुमार घिमिरे,M,68,60+,1,6800,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shyam-ghimire-1.jpg,अस्मिता सिहं (मानुषी) यमि भट्टराई,F,36,21-40,3,6063,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Manushi-Bhattarai-1.jpg
3,306,3068,काठमाडौं-8,विराज भक्त श्रेष्ठ,M,41,41-60,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/biraj-vhakta-shrestha-1.jpg,10112,सुमन सायमी,M,49,41-60,38,6179,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Suman-sayami-1.jpg,जीवन राम श्रेष्‍ठ,M,56,41-60,38,4881,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Jiwanram-shrestha_.jpg
3,306,3069,काठमाडौं-9,कृष्ण गोपाल श्रेष्ठ,M,64,60+,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Krishna-Gopal-Shrestha.jpg,11956,टेक बहादुर पोखरेल,M,58,41-60,93,10961,https://election.onlinekhabar.com/wp-content/uploads/2022/11/Tek-Bahadur-Pokharel-Prabhuram-_.jpg,कल्पना धमला,F,47,41-60,3,6402,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Kalpana_Dhamala-1.jpg
3,306,30610,काठमाडौं-10,राजेन्द्र कुमार के.सी.,M,64,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/rajendra-kc.jpg,14463,हिमेस के.सी,M,39,21-40,1,11791,https://election.onlinekhabar.com/wp-content/uploads/2022/11/Himesh-Kc.jpg,प्रदिप विष्‍ट,M,47,41-60,93,8739,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pradeep-bista.jpg
3,307,3071,भक्तपुर-1,प्रेम सुवाल,M,62,60+,10,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Prem-Suwal.jpg,42761,नवराज गेलाल,M,57,41-60,1,11968,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/nabaraj.jpg,भरत बहादुर खड्का,M,60,41-60,4,9303,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/bharat-bahadur-khadka-_.jpg
3,307,3072,भक्तपुर-2,दुर्लभ थापा क्षेत्री,M,54,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Durlav-Thapa.jpg,24239,महेश बस्नेत,M,47,41-60,1,23282,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Mahesh-Basnet-1.jpg,अनुराधा थापा मगर,F,40,21-40,10,7127,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/anuradha-thapa-_.jpg
3,308,3081,ललितपुर-1,उदय शंशेर ज.ब.राणा,M,52,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Udaya-sahser-rana.jpg,23892,नव राज सिलवाल,M,59,41-60,1,19278,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Nabaraj-Silwal.jpg,सचिन कुमार घिमिरे,M,44,41-60,93,3277,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Sachin-ghemira.jpg
3,308,3082,ललितपुर-2,प्रेम बहादुर महर्जन,M,56,41-60,1,https://election.onlinekhabar.com/wp-content/uploads/2022/11/prem-maharjan-1.jpg,15025,सुदिन शाक्य,M,45,41-60,38,8886,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/sudin-shakya-_.jpg,बुद्ध रत्न महर्जन,M,44,41-60,93,8666,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/buddharatna-maharjan-_.jpg
3,308,3083,ललितपुर-3,तोसीमा कार्की,F,33,21-40,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dr-Tosima-Karki.jpg,31136,अमृत खड्का,M,49,41-60,1,12963,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/amrik-khadka.jpg,पम्फा भुसाल,F,60,41-60,3,8769,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pamfa-Bhusal-1.jpg
3,309,3091,काभ्रेपलाञ्चोक-1,सुर्य मान तामाङ (दोङ),M,52,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Surya-man-thanag.jpg,34512,रेशम बहादुर लामा,M,50,41-60,1,30548,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/resham-lama.jpg,बसु नारायण श्रेष्‍ठ,M,54,41-60,93,8697,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Basu-Narayan-Shrestha.jpg
3,309,3092,काभ्रेपलाञ्चोक-2,गोकुल प्रसाद वाँस्कोटा,M,52,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Gokul-Baskota.jpg,45345,शिव प्रसाद हुमागाई,M,61,60+,2,39482,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shiva-humangai.jpg,दिनेश हुमागाई,M,45,41-60,93,10573,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dinesh-humangain.jpg
3,310,3101,रामेछाप-1,पुर्ण वहादुर तमाङ्ग,M,57,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Purna-man-tamang-1.jpg,47099,कैलाश प्रसाद ढुंगेल,M,62,60+,1,30730,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Kailash-Dhungel-1.jpg,लाल वहादुर घिसिङ,M,49,41-60,4,1484,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Lal-bahadur-Ghising-_.jpg
3,311,3111,सिन्धुली-1,श्‍याम कुमार घिमिरे,M,58,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shyam-ghimire-2.jpg,30391,प्रदिप कुमार कटुवाल क्षेत्री (के सी),M,60,41-60,1,25546,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Pradip-katuwa.jpg,मेनुका ठकुरी,F,31,21-40,93,2692,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Maunka-thakuri.jpg
3,311,3112,सिन्धुली-2,लेख नाथ दाहाल,M,46,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Rajan-dahal.jpg,27517,मनोज जंग थापा,M,54,41-60,1,21687,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Manoj-jung-thapa.jpg,अनोज कुमार दाहाल,M,29,21-40,93,1553,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Anoj-kumar-dahal.jpeg
3,312,3121,मकवानपुर-1,दिपक बहादुर सिंह,M,61,60+,4,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Deepak-Singh.jpg,27851,महालक्ष्मी उपाध्याय(डिना),F,58,41-60,2,25464,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Mahalaxmi-dina.jpg,कमल थापा,M,67,60+,1,25460,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/kamal-thapa.jpg
3,312,3122,मकवानपुर-2,महेश कुमार वर्तौला,M,40,21-40,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Mahesh-Bartaula.jpg,34950,विरोध खतिवडा,M,62,60+,38,30432,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Birodh-khatiwada.jpg,भरत पराजुली,M,54,41-60,93,12059,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Bharat-parajuli.jpg
3,313,3131,चितवन-1,हरि ढकाल,M,39,21-40,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/hari-dhakal.jpg,34218,सुरेन्द्र प्रसाद पाण्डे,M,64,60+,1,26634,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Surendra-pandey-1.jpg,विश्‍वनाथ पौडेल,M,47,41-60,2,25022,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/biswo-nath-poudel-.jpg
3,313,3132,चितवन-2,रबि लामिछाने,M,47,41-60,93,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ravi-lamichhane-_.jpg,49300,उमेश श्रेष्ठ,M,66,60+,2,14988,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/umesh-shreshtha-_.jpg,कृष्ण भक्त पोख्रेल,M,55,41-60,1,14652,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/krishna-bhakta-pokhrel_.jpg
3,313,3133,चितवन-3,विक्रम पाण्डे,M,69,60+,4,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Bikram-pandey-1.jpg,35060,भोज राज अधिकारी,M,42,41-60,3,25824,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/dr.-bhojraj-adhikari.jpg,जीता वराल,F,43,41-60,93,14843,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/jita-baral_.jpg
4,401,4011,गोरखा-1,राजेन्द्र बजगाई,M,49,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/rajendra-bajagain-_.jpg,33428,राम शरण वस्नेत,M,60,41-60,1,16785,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/ramsharan-basnet.jpg,सुवर्ण रोकाहा,M,43,41-60,93,4892,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/subarna-rokaha.jpg
4,401,4012,गोरखा-2,पुष्प कमल दाहाल {प्रचन्ड},M,66,60+,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Puspa-Kamal-Dahal.jpg,26109,कविन्द्र बुर्लाकोटी,M,42,41-60,93,12639,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Kabindra-burlakoti-_.jpg,अब्दुस सलाम मिया,M,29,21-40,1,7395,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Abdus-miya.jpg
4,402,4021,मनाङ्ग-1,टेक बहादुर गुरुङ,M,67,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/tek-bahadur-gurung-_.jpg,2575,पोल्देन छोपाङ गुरुङ्ग,M,63,60+,1,2247,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/palden-chhopang-gurung-_.jpg,मुख्या गुरुङ,M,38,21-40,93,5,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Mukhiya-Gurung.jpg
4,403,4031,मुस्तांग-1,योगेश गौचन  थकाली,M,29,21-40,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/yogesh-gauchan-_.jpg,3992,प्रेम प्रसाद तुलाचन,M,60,41-60,1,3078,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/pram-prasad-tulachan-_.jpg,सुदेश गुरुङ,M,25,21-40,93,87,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/sudesh-gurung.jpg
4,404,4041,म्याग्दी-1,खम बहादुर गर्बुजा,M,57,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Kham-bahadur-kharbuja-_.jpg,24021,हरीकृष्ण श्रेष्ठ,M,57,41-60,1,20189,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/hari-krishna-shrestha-_.jpg,हरी बहादुर खत्री क्षेत्री,M,37,21-40,93,1424,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/hari-kc.jpg
4,405,4051,कास्की-1,मन बहादुर गुरुङ्ग,M,56,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/%E0%A4%AE%E0%A4%A8-%E0%A4%AC%E0%A4%B9%E0%A4%BE%E0%A4%A6%E0%A5%81%E0%A4%B0-%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%99%E0%A5%8D%E0%A4%97.jpg,25708,किशोर दत्त बराल,M,57,41-60,2,23189,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/%E0%A4%95%E0%A4%BF%E0%A4%B6%E0%A5%8B%E0%A4%B0-%E0%A4%A6%E0%A4%A4%E0%A5%8D%E0%A4%A4-%E0%A4%AC%E0%A4%B0%E0%A4%BE%E0%A4%B2.jpg,राजु राई,M,43,41-60,93,10941,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/raju-rai.jpg
4,405,4052,कास्की-2,विधा भटटराई,F,49,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BE-%E0%A4%AD%E0%A4%9F%E0%A4%9F%E0%A4%B0%E0%A4%BE%E0%A4%88.jpg,16998,माधव प्रसाद कंडेल,M,53,41-60,93,12495,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Madhav-p-kandel.jpg,श्रीनाथ वराल,M,54,41-60,38,9659,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shree-Nath-Baral.jpg
4,405,4053,कास्की-3,दामोदर पौडेल वैरागी,M,56,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Damodar-Poudel.jpg,22980,रामजी प्रसाद बराल जीवन,M,56,41-60,3,17535,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Ramji-Prasad-Baral-Jeevan.jpg,योग राज पौडेल,M,41,41-60,93,12180,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Yograj-Poudel.jpg
4,406,4061,लमजुंग-1,पृथ्‍वी सुव्वा गुरुङ,M,64,60+,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/prithvi-subba-gurung-1.jpg,34985,देव प्रसाद गुरुङ,M,64,60+,3,31791,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dev-Gurung-1.jpg,धर्म राज के.सी,M,41,41-60,93,9033,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/dharma-k-c.jpg
4,407,4071,तनहुँ-1,रामचन्द्र पौडेल,M,78,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Ram-Chandra-Poudel.jpg,25361,एक बहादुर राना मगर,M,63,60+,1,19981,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Eak-Bahadur-Rana.jpg,गोविन्द राज जोशी,M,73,60+,13,6886,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Govinda-Raj-Joshi.jpg
4,407,4072,तनहुँ-2,शंकर भण्डारी,M,54,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shankar-Bhandari.jpg,30604,किरण गुरुङ,M,61,60+,1,25130,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Kiran-Gurung.jpg,बिजय जोशी,M,36,21-40,93,5373,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Bijay-Joshi.jpg
4,408,4081,नवलपरासी (बर्दघाट सुस्ता पूर्व)-1,शशांक कोइराला,M,64,60+,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Shashanka-Koirala-1.jpg,27067,कृष्‍ण प्रसाद पौडेल,M,58,41-60,1,25047,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/krisna-prasad-paudle.jpg,राजन गौतम,M,36,21-40,93,24305,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/rajan-gautam.jpg
4,408,4082,नवलपरासी (बर्दघाट सुस्ता पूर्व)-2,विष्णु कुमार कार्की,M,59,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/bisnu-kumar-karki-1.jpg,36132,तिल बहादुर महत क्षेत्री,M,58,41-60,1,34110,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/tilak-mahat.jpg,शालिक राम न्यौपाने,M,36,21-40,93,6449,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/salikram-neupane.jpg
4,409,4091,स्याङ्जा-1,राजु थापा,M,43,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Raju-Thapa.jpg,31999,नारायण प्रसाद मरासिनी,M,54,41-60,1,28744,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Narayan-Marasaini.jpg,बोधराज रेग्मी,M,32,21-40,93,6065,https://election.onlinekhabar.com/wp-content/themes/election-2079/assets/img/user-avatar.jpg
4,409,4092,स्याङ्जा-2,धनराज गुरुङ्ग,M,55,41-60,2,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Dhanraj-Gurung-1.jpg,31466,पद्‍मा कुमारी अर्याल,F,53,41-60,1,25839,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Padma-Aryal-1.jpg,टिक राज गुरुङ्ग,M,53,41-60,93,8113,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Tikaraj-Gurung.jpg
4,410,4101,पर्वत-1,पदम गिरी,M,45,41-60,1,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/padam-giri-1.jpg,29872,अर्जुन प्रसाद जोशी,M,66,60+,2,27609,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/arjun-josi-_.jpg,जाल बहादुर पुर्जा पुन,M,33,21-40,93,4173,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Jal-bahadur-Purja.jpg
4,411,4111,बागलुङ-1,चित्र बहादुर के.सी.,M,80,60+,8,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Chitra-Bahadur-Kc.jpg,21464,सुर्य प्रसाद पाठक,M,46,41-60,1,18845,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/surya-Pathak-1.jpg,खिमानन्द कँडेल,M,42,41-60,93,9191,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/khimananda-kandel.jpg
4,411,4112,बागलुङ-2,देवेन्द्र पौडेल,M,57,41-60,3,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Debendra-Poudel-1.jpg,24794,मन्जु शर्मा,F,48,41-60,1,20193,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Manju-Sharma.jpg,तिला खत्री,F,41,41-60,93,2327,https://election-2079.onlinekhabar.com/wp-content/uploads/2022/11/Tila-Khatri.jpg
